Big,B_name,Middle,M_name,Small,S_name,Micro,Micro_name,Tiny,Tiny_name,KAIST,Ebalance,현재 CGE,현재 CGE (한글),조정 CGE ,Change,Defence,
C,제조업,12,담배 제조업,120,담배 제조업,1200,담배 제조업,12002,담배제품 제조업,음식료품,음식담배,Food,음식료품,Food,KEEP,,
C,제조업,13,섬유제품 제조업; 의복제외,131,방적 및 가공사 제조업,1310,방적 및 가공사 제조업,13101,면 방적업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,13,섬유제품 제조업; 의복제외,131,방적 및 가공사 제조업,1310,방적 및 가공사 제조업,13102,모 방적업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,13,섬유제품 제조업; 의복제외,131,방적 및 가공사 제조업,1310,방적 및 가공사 제조업,13103,화학섬유 방적업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,13,섬유제품 제조업; 의복제외,131,방적 및 가공사 제조업,1310,방적 및 가공사 제조업,13104,연사 및 가공사 제조업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,13,섬유제품 제조업; 의복제외,131,방적 및 가공사 제조업,1310,방적 및 가공사 제조업,13109,기타 방적업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,13,섬유제품 제조업; 의복제외,131,방적 및 가공사 제조업,1310,방적 및 가공사 제조업,13109,기타 방적업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,13,섬유제품 제조업; 의복제외,132,직물직조 및 직물제품 제조업,1321,직물 직조업,13211,면직물 직조업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,13,섬유제품 제조업; 의복제외,132,직물직조 및 직물제품 제조업,1321,직물 직조업,13212,모직물 직조업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,13,섬유제품 제조업; 의복제외,132,직물직조 및 직물제품 제조업,1321,직물 직조업,13213,화학섬유직물 직조업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,13,섬유제품 제조업; 의복제외,132,직물직조 및 직물제품 제조업,1321,직물 직조업,13214,견직물 직조업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,13,섬유제품 제조업; 의복제외,132,직물직조 및 직물제품 제조업,1321,직물 직조업,13219,특수직물 및 기타직물 직조업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,13,섬유제품 제조업; 의복제외,132,직물직조 및 직물제품 제조업,1322,직물제품 제조업,13221,침구 및 관련제품 제조업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,13,섬유제품 제조업; 의복제외,132,직물직조 및 직물제품 제조업,1322,직물제품 제조업,13222,자수제품 및 자수용재료 제조업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,13,섬유제품 제조업; 의복제외,132,직물직조 및 직물제품 제조업,1322,직물제품 제조업,13223,커튼 및 유사제품 제조업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,13,섬유제품 제조업; 의복제외,132,직물직조 및 직물제품 제조업,1322,직물제품 제조업,13224,천막 및 기타 캔버스 제품 제조업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,13,섬유제품 제조업; 의복제외,132,직물직조 및 직물제품 제조업,1322,직물제품 제조업,13225,직물포대 제조업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,13,섬유제품 제조업; 의복제외,132,직물직조 및 직물제품 제조업,1322,직물제품 제조업,13229,기타 직물제품 제조업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,13,섬유제품 제조업; 의복제외,133,편조원단 및 편조제품 제조업,1331,편조원단 제조업,13310,편조원단 제조업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,13,섬유제품 제조업; 의복제외,133,편조원단 및 편조제품 제조업,1332,편조제품 제조업,13320,편조제품 제조업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,13,섬유제품 제조업; 의복제외,134,"섬유제품 염색, 정리 및 마무리 가공업",1340,"섬유제품 염색, 정리 및 마무리 가공업",13401,솜 및 실 염색가공업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,13,섬유제품 제조업; 의복제외,134,"섬유제품 염색, 정리 및 마무리 가공업",1340,"섬유제품 염색, 정리 및 마무리 가공업",13402,직물 및 편조원단 염색 가공업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,13,섬유제품 제조업; 의복제외,134,"섬유제품 염색, 정리 및 마무리 가공업",1340,"섬유제품 염색, 정리 및 마무리 가공업",13403,날염 가공업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,13,섬유제품 제조업; 의복제외,134,"섬유제품 염색, 정리 및 마무리 가공업",1340,"섬유제품 염색, 정리 및 마무리 가공업",13404,섬유사 및 직물 호부처리업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,13,섬유제품 제조업; 의복제외,134,"섬유제품 염색, 정리 및 마무리 가공업",1340,"섬유제품 염색, 정리 및 마무리 가공업",13409,기타섬유제품염색정리마무리가공,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,13,섬유제품 제조업; 의복제외,139,기타 섬유제품 제조업,1391,"카펫, 마루덮개 및 유사제품 제조업",13910,카펫마루덮개유사제품 제조업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,13,섬유제품 제조업; 의복제외,139,기타 섬유제품 제조업,1392,"끈, 로프, 망 및 끈가공품 제조업",13921,끈 및 로프 제조업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,13,섬유제품 제조업; 의복제외,139,기타 섬유제품 제조업,1392,"끈, 로프, 망 및 끈가공품 제조업",13922,어망 및 기타 끈가공품 제조업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,13,섬유제품 제조업; 의복제외,139,기타 섬유제품 제조업,1399,그외 기타 섬유제품 제조업,13991,세폭직물 제조업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,13,섬유제품 제조업; 의복제외,139,기타 섬유제품 제조업,1399,그외 기타 섬유제품 제조업,13992,부직포 및 펠트 제조업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,13,섬유제품 제조업; 의복제외,139,기타 섬유제품 제조업,1399,그외 기타 섬유제품 제조업,13993,특수사 및 코드직물 제조업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,13,섬유제품 제조업; 의복제외,139,기타 섬유제품 제조업,1399,그외 기타 섬유제품 제조업,13994,적층 및 표면처리 직물 제조업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,13,섬유제품 제조업; 의복제외,139,기타 섬유제품 제조업,1399,그외 기타 섬유제품 제조업,13999,그외기타분류안된섬유제품제조업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,13,섬유제품 제조업; 의복제외,139,기타 섬유제품 제조업,1399,그외 기타 섬유제품 제조업,13999,그외기타분류안된섬유제품제조업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,14,"의복, 의복액세서리 및 모피제품 제조업",141,봉제의복 제조업,1411,정장 제조업,14111,남자용 정장 제조업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,14,"의복, 의복액세서리 및 모피제품 제조업",141,봉제의복 제조업,1411,정장 제조업,14112,여자용 정장 제조업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,14,"의복, 의복액세서리 및 모피제품 제조업",141,봉제의복 제조업,1412,내의 및 잠옷 제조업,14120,내의 및 잠옷 제조업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,14,"의복, 의복액세서리 및 모피제품 제조업",141,봉제의복 제조업,1413,한복 제조업,14130,한복 제조업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,14,"의복, 의복액세서리 및 모피제품 제조업",141,봉제의복 제조업,1419,기타 봉제의복 제조업,14191,셔츠 및 체육복 제조업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,14,"의복, 의복액세서리 및 모피제품 제조업",141,봉제의복 제조업,1419,기타 봉제의복 제조업,14192,근무복 작업복및유사의복제조업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,14,"의복, 의복액세서리 및 모피제품 제조업",141,봉제의복 제조업,1419,기타 봉제의복 제조업,14193,가죽의복 제조업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,14,"의복, 의복액세서리 및 모피제품 제조업",141,봉제의복 제조업,1419,기타 봉제의복 제조업,14194,유아용 의복 제조업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,14,"의복, 의복액세서리 및 모피제품 제조업",141,봉제의복 제조업,1419,기타 봉제의복 제조업,14199,그외 기타 봉제의복 제조업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,14,"의복, 의복액세서리 및 모피제품 제조업",142,모피가공 및 모피제품 제조업,1420,모피가공 및 모피제품 제조업,14201,원모피 가공업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,14,"의복, 의복액세서리 및 모피제품 제조업",142,모피가공 및 모피제품 제조업,1420,모피가공 및 모피제품 제조업,14202,천연모피제품 제조업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,14,"의복, 의복액세서리 및 모피제품 제조업",142,모피가공 및 모피제품 제조업,1420,모피가공 및 모피제품 제조업,14203,인조모피및인조모피제품제조업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,14,"의복, 의복액세서리 및 모피제품 제조업",143,편조의복 제조업,1430,편조의복 제조업,14300,편조의복 제조업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,14,"의복, 의복액세서리 및 모피제품 제조업",144,의복 액세서리 제조업,1441,편조의복 액세서리 제조업,14411,스타킹 및 기타양말 제조업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,14,"의복, 의복액세서리 및 모피제품 제조업",144,의복 액세서리 제조업,1441,편조의복 액세서리 제조업,14419,기타 편조의복 액세서리 제조업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,14,"의복, 의복액세서리 및 모피제품 제조업",144,의복 액세서리 제조업,1449,기타 의복액세서리 제조업,14491,모자 제조업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,14,"의복, 의복액세서리 및 모피제품 제조업",144,의복 액세서리 제조업,1449,기타 의복액세서리 제조업,14499,그외 기타 의복액세서리 제조업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,14,"의복, 의복액세서리 및 모피제품 제조업",144,의복 액세서리 제조업,1449,기타 의복액세서리 제조업,14499,그외 기타 의복액세서리 제조업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,15,"가죽, 가방 및 신발 제조업",151,"가죽, 가방 및 유사제품 제조업",1511,원피가공 및 가죽 제조업,15110,원피가공 및 가죽 제조업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,15,"가죽, 가방 및 신발 제조업",151,"가죽, 가방 및 유사제품 제조업",1511,원피가공 및 가죽 제조업,15110,원피가공 및 가죽 제조업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,15,"가죽, 가방 및 신발 제조업",151,"가죽, 가방 및 유사제품 제조업",1512,"핸드백, 가방 및 기타 보호용 케이스 제조업",15121,핸드백 및 지갑 제조업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,15,"가죽, 가방 및 신발 제조업",151,"가죽, 가방 및 유사제품 제조업",1512,"핸드백, 가방 및 기타 보호용 케이스 제조업",15129,가방기타 보호용 케이스 제조업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,15,"가죽, 가방 및 신발 제조업",151,"가죽, 가방 및 유사제품 제조업",1519,기타 가죽제품 제조업,15190,기타 가죽제품 제조업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,15,"가죽, 가방 및 신발 제조업",152,신발 및 신발부분품 제조업,1521,신발제조업,15211,구두류 제조업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,15,"가죽, 가방 및 신발 제조업",152,신발 및 신발부분품 제조업,1521,신발제조업,15219,기타 신발 제조업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,15,"가죽, 가방 및 신발 제조업",152,신발 및 신발부분품 제조업,1522,신발부분품 제조업,15220,신발부분품 제조업,섬유의복,섬유의복,FiberLeather,섬유가죽,FiberLeather,KEEP,,
C,제조업,16,목재 및 나무제품 제조업;가구제외,161,제재 및 목재 가공업,1610,제재 및 목재 가공업,16101,일반 제재업,제지목재,목재나무,WoodPaper,제지목재,WoodPaper,KEEP,,
C,제조업,16,목재 및 나무제품 제조업;가구제외,161,제재 및 목재 가공업,1610,제재 및 목재 가공업,16102,표면가공목재 및 특정 목적용 제재목 제조업,제지목재,목재나무,WoodPaper,제지목재,WoodPaper,KEEP,,
C,제조업,16,목재 및 나무제품 제조업;가구제외,161,제재 및 목재 가공업,1610,제재 및 목재 가공업,16103,"목재 보존, 방부처리, 도장 및 유사 처리업",제지목재,목재나무,WoodPaper,제지목재,WoodPaper,KEEP,,
C,제조업,16,목재 및 나무제품 제조업;가구제외,162,나무제품 제조업,1621,"박판, 합판 및 강화목제품 제조업",16211,"박판, 합판 및 유사적층판 제조업",제지목재,목재나무,WoodPaper,제지목재,WoodPaper,KEEP,,
C,제조업,16,목재 및 나무제품 제조업;가구제외,162,나무제품 제조업,1621,"박판, 합판 및 강화목제품 제조업",16212,강화 및 재생 목재 제조업,제지목재,목재나무,WoodPaper,제지목재,WoodPaper,KEEP,,
C,제조업,16,목재 및 나무제품 제조업;가구제외,162,나무제품 제조업,1622,건축용 나무제품 제조업,16221,목재문 및 관련제품 제조업,제지목재,목재나무,WoodPaper,제지목재,WoodPaper,KEEP,,
C,제조업,16,목재 및 나무제품 제조업;가구제외,162,나무제품 제조업,1622,건축용 나무제품 제조업,16229,기타 건축용 나무제품 제조업,제지목재,목재나무,WoodPaper,제지목재,WoodPaper,KEEP,,
C,제조업,16,목재 및 나무제품 제조업;가구제외,162,나무제품 제조업,1623,"목재 상자, 드럼 및 적재판 제조업",16231,목재 깔판류 및기타적재판제조업,제지목재,목재나무,WoodPaper,제지목재,WoodPaper,KEEP,,
C,제조업,16,목재 및 나무제품 제조업;가구제외,162,나무제품 제조업,1623,"목재 상자, 드럼 및 적재판 제조업",16232,"목재 포장용 상자, 드럼 및 유사용기 제조업",제지목재,목재나무,WoodPaper,제지목재,WoodPaper,KEEP,,
C,제조업,16,목재 및 나무제품 제조업;가구제외,162,나무제품 제조업,1629,기타 나무제품 제조업,16291,목재 도구 및 기구 제조업,제지목재,목재나무,WoodPaper,제지목재,WoodPaper,KEEP,,
C,제조업,16,목재 및 나무제품 제조업;가구제외,162,나무제품 제조업,1629,기타 나무제품 제조업,16292,주방용 및 식탁용 목제품 제조업,제지목재,목재나무,WoodPaper,제지목재,WoodPaper,KEEP,,
C,제조업,16,목재 및 나무제품 제조업;가구제외,162,나무제품 제조업,1629,기타 나무제품 제조업,16293,장식용 목제품 제조업,제지목재,목재나무,WoodPaper,제지목재,WoodPaper,KEEP,,
C,제조업,16,목재 및 나무제품 제조업;가구제외,162,나무제품 제조업,1629,기타 나무제품 제조업,16299,그외 기타 나무제품 제조업,제지목재,목재나무,WoodPaper,제지목재,WoodPaper,KEEP,,
C,제조업,16,목재 및 나무제품 제조업;가구제외,163,코르크 및 조물 제품 제조업,1630,코르크 및 조물 제품 제조업,16301,코르크 제품 제조업,제지목재,목재나무,WoodPaper,제지목재,WoodPaper,KEEP,,
C,제조업,16,목재 및 나무제품 제조업;가구제외,163,코르크 및 조물 제품 제조업,1630,코르크 및 조물 제품 제조업,16302,돗자리 및 기타 조물제품 제조업,제지목재,목재나무,WoodPaper,제지목재,WoodPaper,KEEP,,
C,제조업,17,"펄프, 종이 및 종이제품 제조업",171,"펄프, 종이 및 판지 제조업",1711,펄프 제조업,17110,펄프 제조업,제지목재,펄프인쇄,WoodPaper,제지목재,WoodPaper,KEEP,,
C,제조업,17,"펄프, 종이 및 종이제품 제조업",171,"펄프, 종이 및 판지 제조업",1712,종이 및 판지 제조업,17121,신문용지 제조업,제지목재,펄프인쇄,WoodPaper,제지목재,WoodPaper,KEEP,,
C,제조업,17,"펄프, 종이 및 종이제품 제조업",171,"펄프, 종이 및 판지 제조업",1712,종이 및 판지 제조업,17122,인쇄용 및 필기용 원지 제조업,제지목재,펄프인쇄,WoodPaper,제지목재,WoodPaper,KEEP,,
C,제조업,17,"펄프, 종이 및 종이제품 제조업",171,"펄프, 종이 및 판지 제조업",1712,종이 및 판지 제조업,17123,크라프트지 및 상자용판지제조업,제지목재,펄프인쇄,WoodPaper,제지목재,WoodPaper,KEEP,,
C,제조업,17,"펄프, 종이 및 종이제품 제조업",171,"펄프, 종이 및 판지 제조업",1712,종이 및 판지 제조업,17124,"적층, 합성 및 특수표면처리 종이 제조업",제지목재,펄프인쇄,WoodPaper,제지목재,WoodPaper,KEEP,,
C,제조업,17,"펄프, 종이 및 종이제품 제조업",171,"펄프, 종이 및 판지 제조업",1712,종이 및 판지 제조업,17129,기타 종이 및 판지 제조업,제지목재,펄프인쇄,WoodPaper,제지목재,WoodPaper,KEEP,,
C,제조업,17,"펄프, 종이 및 종이제품 제조업",172,"골판지, 종이 상자 및 종이 용기 제조업",1721,골판지 및 골판지상자 제조업,17210,골판지 및 골판지상자 제조업,제지목재,펄프인쇄,WoodPaper,제지목재,WoodPaper,KEEP,,
C,제조업,17,"펄프, 종이 및 종이제품 제조업",172,"골판지, 종이 상자 및 종이 용기 제조업",1722,"종이포대, 판지상자 및 종이용기 제조업",17221,종이 포대 및 가방 제조업,제지목재,펄프인쇄,WoodPaper,제지목재,WoodPaper,KEEP,,
C,제조업,17,"펄프, 종이 및 종이제품 제조업",172,"골판지, 종이 상자 및 종이 용기 제조업",1722,"종이포대, 판지상자 및 종이용기 제조업",17222,판지 상자 및 용기 제조업,제지목재,펄프인쇄,WoodPaper,제지목재,WoodPaper,KEEP,,
C,제조업,17,"펄프, 종이 및 종이제품 제조업",172,"골판지, 종이 상자 및 종이 용기 제조업",1722,"종이포대, 판지상자 및 종이용기 제조업",17223,식품 위생용종이상자용기제조업,제지목재,펄프인쇄,WoodPaper,제지목재,WoodPaper,KEEP,,
C,제조업,17,"펄프, 종이 및 종이제품 제조업",172,"골판지, 종이 상자 및 종이 용기 제조업",1722,"종이포대, 판지상자 및 종이용기 제조업",17229,기타 종이 상자 및 용기 제조업,제지목재,펄프인쇄,WoodPaper,제지목재,WoodPaper,KEEP,,
C,제조업,17,"펄프, 종이 및 종이제품 제조업",179,기타 종이 및 판지 제품 제조업,1790,기타 종이 및 판지 제품 제조업,17901,문구용 종이제품 제조업,제지목재,펄프인쇄,WoodPaper,제지목재,WoodPaper,KEEP,,
C,제조업,17,"펄프, 종이 및 종이제품 제조업",179,기타 종이 및 판지 제품 제조업,1790,기타 종이 및 판지 제품 제조업,17902,위생용 종이제품 제조업,제지목재,펄프인쇄,WoodPaper,제지목재,WoodPaper,KEEP,,
C,제조업,17,"펄프, 종이 및 종이제품 제조업",179,기타 종이 및 판지 제품 제조업,1790,기타 종이 및 판지 제품 제조업,17903,벽지 및 장판지 제조업,제지목재,펄프인쇄,WoodPaper,제지목재,WoodPaper,KEEP,,
C,제조업,17,"펄프, 종이 및 종이제품 제조업",179,기타 종이 및 판지 제품 제조업,1790,기타 종이 및 판지 제품 제조업,17909,그외기타종이및판지 제품 제조업,제지목재,펄프인쇄,WoodPaper,제지목재,WoodPaper,KEEP,,
C,제조업,17,"펄프, 종이 및 종이제품 제조업",179,기타 종이 및 판지 제품 제조업,1790,기타 종이 및 판지 제품 제조업,17909,그외기타종이및판지제품 제조업,제지목재,펄프인쇄,WoodPaper,제지목재,WoodPaper,KEEP,,
C,제조업,18,인쇄 및 기록매체 복제업,181,인쇄 및 인쇄관련 산업,1811,인쇄업,18111,경 인쇄업,제지목재,펄프인쇄,WoodPaper,제지목재,WoodPaper,KEEP,,
C,제조업,18,인쇄 및 기록매체 복제업,181,인쇄 및 인쇄관련 산업,1811,인쇄업,18112,스크린 인쇄업,제지목재,펄프인쇄,WoodPaper,제지목재,WoodPaper,KEEP,,
C,제조업,18,인쇄 및 기록매체 복제업,181,인쇄 및 인쇄관련 산업,1811,인쇄업,18119,기타 인쇄업,제지목재,펄프인쇄,WoodPaper,제지목재,WoodPaper,KEEP,,
C,제조업,18,인쇄 및 기록매체 복제업,181,인쇄 및 인쇄관련 산업,1812,인쇄관련 산업,18121,제판 및 조판업,제지목재,펄프인쇄,WoodPaper,제지목재,WoodPaper,KEEP,,
C,제조업,18,인쇄 및 기록매체 복제업,181,인쇄 및 인쇄관련 산업,1812,인쇄관련 산업,18122,제책업,제지목재,펄프인쇄,WoodPaper,제지목재,WoodPaper,KEEP,,
C,제조업,18,인쇄 및 기록매체 복제업,181,인쇄 및 인쇄관련 산업,1812,인쇄관련 산업,18129,기타 인쇄관련 산업,제지목재,펄프인쇄,WoodPaper,제지목재,WoodPaper,KEEP,,
C,제조업,18,인쇄 및 기록매체 복제업,182,기록매체 복제업,1820,기록매체 복제업,18200,기록매체 복제업,제지목재,펄프인쇄,Commercial,상업,WoodPaper,CHANGE,Inseparable from KCIS18,
C,제조업,19,"코크스, 연탄 및 석유정제품 제조업",191,코크스 및 연탄 제조업,1910,코크스 및 연탄 제조업,19101,코크스 및 관련제품 제조업,기타제조,기타에너지,CoalPro,석탄제품,CoalPro,KEEP,Necessary for emission estimation,
C,제조업,19,"코크스, 연탄 및 석유정제품 제조업",191,코크스 및 연탄 제조업,1910,코크스 및 연탄 제조업,19102,연탄 및 기타 석탄 가공품 제조업,기타제조,기타에너지,CoalPro,석탄제품,CoalPro,KEEP,Necessary for emission estimation,
C,제조업,19,"코크스, 연탄 및 석유정제품 제조업",191,코크스 및 연탄 제조업,1910,코크스 및 연탄 제조업,19102,연탄 및 기타 석탄 가공품 제조업,기타제조,기타에너지,CoalPro,석탄제품,CoalPro,KEEP,Necessary for emission estimation,
C,제조업,19,"코크스, 연탄 및 석유정제품 제조업",192,석유 정제품 제조업,1921,원유 정제처리업,19210,원유 정제처리업,정유,석유화학,ROIL,정유,Oilpro & Gasoline & Jetoil & Kerosene & Diesel & Fueloil & LPG,CHANGE,,
C,제조업,19,"코크스, 연탄 및 석유정제품 제조업",192,석유 정제품 제조업,1922,석유정제물 재처리업,19221,윤활유 및 그리스 제조업,정유,석유화학,ROIL,정유,Oilpro & Gasoline & Jetoil & Kerosene & Diesel & Fueloil & LPG,CHANGE,,
C,제조업,19,"코크스, 연탄 및 석유정제품 제조업",192,석유 정제품 제조업,1922,석유정제물 재처리업,19229,기타 석유정제물 재처리업,정유,석유화학,ROIL,정유,Oilpro & Gasoline & Jetoil & Kerosene & Diesel & Fueloil & LPG,CHANGE,,
C,제조업,20,화학물질 및 화학제품 제조업;의약품 제외,201,기초화학물질 제조업,2011,기초유기화학물질 제조업,20111,석유화학계 기초화학물질 제조업,석유화학,석유화학,Orgchem,석유화학,Chemistry,CHANGE,Name change,
